"units","param","class1","class2","xLabel","aggregate","classLabel1","classPalette1","classLabel2","classPalette2"
"Water Consumption by Sector (km3)","watConsumBySec","industry","India East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","India North East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","India South Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","India West Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Krishna","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Mahandi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Mahi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Narmada","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Pennar","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Sabarmati","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Tapti","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Yasai","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Bay of Bengal-North East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Brahamani","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Cauvery","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Godavari","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","India East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","India North East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","India South Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","India West Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Krishna","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Mahandi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Mahi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Narmada","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Pennar","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Sabarmati","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Tapti","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Yasai","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Bay of Bengal-North East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Brahamani","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Cauvery","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Godavari","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","India East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","India North East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","India South Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","India West Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Krishna","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Mahandi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Mahi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Narmada","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Pennar","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Sabarmati","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Tapti","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Yasai","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Fly","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Irian Jaya Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Java-Timor","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Kalimantan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","North Borneo Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Palau and East Indonesia","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Sulawesi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Sumatra","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Fly","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Irian Jaya Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Java-Timor","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Kalimantan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","North Borneo Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Palau and East Indonesia","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Sulawesi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Sumatra","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Fly","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Irian Jaya Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Java-Timor","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Kalimantan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","North Borneo Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Palau and East Indonesia","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Sulawesi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Sumatra","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Fly","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Irian Jaya Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Java-Timor","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Kalimantan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","North Borneo Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Palau and East Indonesia","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Sulawesi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Sumatra","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Irian Jaya Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Java-Timor","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Kalimantan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","North Borneo Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Palau and East Indonesia","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Sulawesi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Sumatra","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Fly","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Irian Jaya Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Java-Timor","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Kalimantan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","North Borneo Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Palau and East Indonesia","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Sulawesi","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Sumatra","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Japan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Japan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Japan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Japan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Japan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Japan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Baja California","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Isthmus of Tehuantepec","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Mexico-Interior","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","North Gulf","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Pacific Central Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Papaloapan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Rio Balsas","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Rio Lerma","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Rio Verde","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Baja California","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Isthmus of Tehuantepec","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Mexico-Interior","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","North Gulf","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Pacific Central Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Papaloapan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Rio Balsas","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Rio Lerma","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Rio Verde","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Baja California","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Isthmus of Tehuantepec","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Mexico-Interior","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","North Gulf","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Pacific Central Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Papaloapan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Rio Balsas","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Rio Lerma","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Rio Verde","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Baja California","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Isthmus of Tehuantepec","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Mexico-Interior","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","North Gulf","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Pacific Central Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Papaloapan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Rio Balsas","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Rio Lerma","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Rio Verde","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Baja California","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Isthmus of Tehuantepec","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Mexico-Interior","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","North Gulf","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Pacific Central Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Papaloapan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Rio Balsas","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Rio Lerma","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Rio Verde","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Baja California","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Isthmus of Tehuantepec","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Mexico-Interior","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","North Gulf","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Pacific Central Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Papaloapan","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Rio Balsas","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Rio Lerma","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Rio Verde","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Arabian Peninsula","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Arabian Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Central Iran","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Dead Sea","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Eastern Jordan-Syria","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Farahrud","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Hamun-i-Mashkel","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Helmand","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Persian Gulf Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Red Sea-East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Arabian Peninsula","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Arabian Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Central Iran","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Dead Sea","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Eastern Jordan-Syria","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Farahrud","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Hamun-i-Mashkel","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Helmand","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Persian Gulf Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Red Sea-East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Arabian Peninsula","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Arabian Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Central Iran","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Dead Sea","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Eastern Jordan-Syria","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Farahrud","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Hamun-i-Mashkel","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Helmand","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Persian Gulf Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Red Sea-East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Arabian Peninsula","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Arabian Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Central Iran","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Dead Sea","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Eastern Jordan-Syria","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Farahrud","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Hamun-i-Mashkel","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Helmand","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Persian Gulf Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","industry","Red Sea-East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Arabian Peninsula","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Arabian Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Central Iran","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Dead Sea","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Farahrud","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Hamun-i-Mashkel","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Helmand","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Persian Gulf Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","irrigation","Red Sea-East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Arabian Peninsula","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Arabian Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Central Iran","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Dead Sea","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Eastern Jordan-Syria","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Farahrud","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Hamun-i-Mashkel","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Helmand","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Persian Gulf Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","primary","Red Sea-East Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Kara Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Lena","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Northern Dvina","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Russia-Barents Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Siberia-North Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","animal","Siberia-West Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Arctic Ocean Islands","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Kara Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Lena","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Northern Dvina","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Russia-Barents Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Siberia-North Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","domestic","Siberia-West Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Arctic Ocean Islands","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Kara Sea Coast","Year","sum","Sector","pal_metis","basin","pal_metis"
"Water Consumption by Sector (km3)","watConsumBySec","electric","Lena","Year","sum","Sector","pal_metis","basin","pal_metis"
