"units","param","class1","class2","xLabel","aggregate","classLabel1","classPalette1","classLabel2","classPalette2"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Missouri River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Rio Grande River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Missouri River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Rio Grande River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Missouri River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Rio Grande River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Missouri River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Rio Grande River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","Mid Atlantic","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","New England","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Mid Atlantic","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","New England","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Mid Atlantic","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","New England","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Mid Atlantic","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","New England","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Mid Atlantic","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","New England","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Mid Atlantic","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","New England","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","Caribbean","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Caribbean","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Caribbean","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Caribbean","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Caribbean","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Caribbean","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Hawaii","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Hawaii","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Hawaii","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Hawaii","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Hawaii","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","Upper Mississippi","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Upper Mississippi","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Upper Mississippi","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Upper Mississippi","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Upper Mississippi","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Upper Mississippi","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","Great Lakes","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","Ohio River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Great Lakes","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Ohio River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Great Lakes","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Ohio River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Ohio River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Great Lakes","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Ohio River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Great Lakes","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Ohio River","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Great Lakes","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","Texas Gulf Coast","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Texas Gulf Coast","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Texas Gulf Coast","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Texas Gulf Coast","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Texas Gulf Coast","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Texas Gulf Coast","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","Saskatchewan-Nelson","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Saskatchewan-Nelson","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Saskatchewan-Nelson","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Saskatchewan-Nelson","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Saskatchewan-Nelson","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Saskatchewan-Nelson","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","agriculture","Fraser","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","electricity","Fraser","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","industry","Fraser","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","livestock","Fraser","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","mining","Fraser","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawal by Sector (km3)","watWithdrawBySec","municipal","Fraser","Year","sum","Sector","pal_wet","basin","pal_metis"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","biomass","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","Corn","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","FiberCrop","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","FodderHerb","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","MiscCrop","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","OilCrop","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","OtherGrain","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","PalmFruit","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","Rice","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","RootTuber","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","SugarCrop","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Water Withdrawals by Crop (km3)","watWithdrawByCrop","Wheat","class2","Year","sum","Crop","pal_metis","classLabel2","classPalette2"
"Runoff (km3)","watSupRunoffBasin","class1","class2","Year","sum","runoff","pal_wet","classLabel2","pal_wet"
"km3","waterWithdrawROGW","groundwater","class2","Year","sum","source","pal_metis","classLabel2","pal_metis"
"km3","waterWithdrawROGW","runoff","class2","Year","sum","source","pal_metis","classLabel2","pal_metis"
"GDP (Billion 1990 USD)","gdp","class1","class2","Year","sum","GDP","pal_16","classLabel2","classPalette2"
"Population (Millions)","pop","class1","class2","Year","sum","Population","pal_16","classLabel2","classPalette2"
"Biomass Production (EJ)","agProdBiomass","biomass","biomassGrass_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Biomass Production (EJ)","agProdBiomass","biomass","biomassGrass_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Biomass Production (EJ)","agProdBiomass","biomass","biomassGrass_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Biomass Production (EJ)","agProdBiomass","biomass","biomassGrass_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Biomass Production (EJ)","agProdBiomass","biomass","biomassTree_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Biomass Production (EJ)","agProdBiomass","biomass","biomassTree_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Biomass Production (EJ)","agProdBiomass","biomass","biomassTree_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Biomass Production (EJ)","agProdBiomass","biomass","biomassTree_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Corn","Corn_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Corn","Corn_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Corn","Corn_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Corn","Corn_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FiberCrop","FiberCrop_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FiberCrop","FiberCrop_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FiberCrop","FiberCrop_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FiberCrop","FiberCrop_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FodderGrass","FodderGrass_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FodderGrass","FodderGrass_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FodderGrass","FodderGrass_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FodderGrass","FodderGrass_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FodderHerb","FodderHerb_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FodderHerb","FodderHerb_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FodderHerb","FodderHerb_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","FodderHerb","FodderHerb_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","MiscCrop","MiscCrop_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","MiscCrop","MiscCrop_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","MiscCrop","MiscCrop_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","MiscCrop","MiscCrop_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","OilCrop","OilCrop_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","OilCrop","OilCrop_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","OilCrop","OilCrop_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","OilCrop","OilCrop_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","OtherGrain","OtherGrain_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","OtherGrain","OtherGrain_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","OtherGrain","OtherGrain_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","OtherGrain","OtherGrain_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","PalmFruit","PalmFruit_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","PalmFruit","PalmFruit_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","PalmFruit","PalmFruit_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","PalmFruit","PalmFruit_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Rice","Rice_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Rice","Rice_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Rice","Rice_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Rice","Rice_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","RootTuber","RootTuber_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","RootTuber","RootTuber_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","RootTuber","RootTuber_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","RootTuber","RootTuber_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","SugarCrop","SugarCrop_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","SugarCrop","SugarCrop_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","SugarCrop","SugarCrop_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","SugarCrop","SugarCrop_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Wheat","Wheat_IRR_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Wheat","Wheat_IRR_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Wheat","Wheat_RFD_hi","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Ag Production (Mt)","agProdByCrop","Wheat","Wheat_RFD_lo","Year","sum","Crop","pal_metis","Detail","pal_metis"
"Land Allocation (1000 km2)","landAlloc","crops","crops","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","crops","otherarable","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","forest","forest (managed)","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","forest","forest (unmanaged)","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","naturalOther","grass","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","naturalOther","rock and desert","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","naturalOther","shrubs","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","naturalOther","tundra","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","naturalOtherGrass","biomassGrass","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","naturalOtherTree","biomassTree","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","pasture","pasture (grazed)","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","pasture","pasture (other)","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","RootTuber","RootTuber","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"Land Allocation (1000 km2)","landAlloc","urban","urban","Year","sum","Land Type","pal_metis","classLabel2","classPalette2"
"EJ","inputs","delivered biomass","comm heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered biomass","industrial energy use","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered biomass","resid heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered coal","comm heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered coal","industrial energy use","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered coal","resid heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","comm cooking","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","comm cooling","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","comm heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","comm hot water","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","comm other","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","resid clothes dryers","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","resid cooking","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","resid heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","resid hot water","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","resid other","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","trn_freight_road","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","trn_pass_road","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","delivered gas","trn_pass_road_LDV_4W","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm cooking","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm cooling","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm hot water","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm lighting","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm non-building","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm office","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm other","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm refrigeration","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","comm ventilation","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid clothes dryers","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid clothes washers","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid computers","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid cooking","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid cooling","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid dishwashers","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid freezers","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid furnace fans","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid hot water","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid lighting","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid other","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid refrigerators","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_bld","resid televisions","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_ind","industrial energy use","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_ind","oil refining","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_trn","trn_pass","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_trn","trn_pass_road_LDV","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","elect_td_trn","trn_pass_road_LDV_4W","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","electricity domestic supply","elect_td_bld","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","electricity domestic supply","elect_td_ind","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","electricity domestic supply","elect_td_trn","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","H2 enduse","industrial energy use","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","H2 enduse","trn_pass_road_LDV_4W","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","industrial energy use","industry","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","industrial feedstocks","industry","Year","sum","input","pal_metis","sector","pal_metis"
"MtC","inputs","offshore carbon-storage","carbon-storage","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","oil-credits","industrial feedstocks","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water consumption","water_td_an_C","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water consumption","water_td_dom_C","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water consumption","water_td_elec_C","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water consumption","water_td_ind_C","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water consumption","water_td_pri_C","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water withdrawals","water_td_an_W","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water withdrawals","water_td_dom_W","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water withdrawals","water_td_elec_W","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water withdrawals","water_td_ind_W","Year","sum","input","pal_metis","sector","pal_metis"
"km^3","inputs","Pacific and Arctic Coast_water withdrawals","water_td_pri_W","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","comm heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","comm hot water","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","comm other","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","resid cooking","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","resid heating","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","resid hot water","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","resid other","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","trn_aviation_intl","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","trn_freight","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","trn_freight_road","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","trn_pass","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","trn_pass_road","Year","sum","input","pal_metis","sector","pal_metis"
"EJ","inputs","refined liquids enduse","trn_pass_road_LDV","Year","sum","input","pal_metis","sector","pal_metis"
