"X1990","X1995","X2000","X2005","X2010","X2015"
51000.58,59951.05,66988.2,74011.84,81073.4,88693.46
0,0,0,0,0,0
9292.504,11109.64,13017.7,15219.91,17987.77,21218.21
306603.7,379820.1,463944.1,569810.2,708318.6,874799.6
551750.6,651796.4,763606.1,904096.4,1087294,1302287
437092.2,534642.8,644892.9,782355.1,960145.3,1169441
217381.9,267942.4,327909.8,405903.2,510588.5,639735.5
66975.67,86093.9,109080.2,138906.3,178834.9,228363.9
48823.6,60774.72,74555.97,91941.11,114637.7,141789.5
27986.2,36062.78,45779.4,58393.98,75278.71,96220.98
14615.21,17932.13,22440.64,28282.52,36001.99,45524.15
16398.65,15755.59,17767.49,20233.87,22874.48,25682.68
17041.55,15952.58,17746.73,19911.09,22068.34,24217.37
17028.53,15940.42,17733.19,19895.9,22051.52,24198.91
12516.1,12704.42,14133.26,15856.86,17574.86,19286.34
9157.341,10294.67,11452.5,12849.12,14241.23,15628.12
9148.237,10284.44,11441.11,12836.37,14227.09,15612.59
15054.64,16924.94,18828.76,21125.08,23414.19,25694.95
9548.223,10805.21,12067.39,13552.84,15064.53,16608.52
25375.28,29373.76,33232.57,37449.59,42022.81,47031.26
40468.41,45494.6,50610.82,56783.32,62935.2,69064.15
40300.09,45305.3,50400.31,56547.1,62673.41,68776.81
17778.9,20012.31,22262.98,24978.02,27684.28,30380.2
25045.12,28311.43,31495.53,35336.5,39165.11,42979.01
36601.02,41517.53,46186.8,51819.5,57433.97,63026.99
35027.71,39734.07,44202.71,49593.48,54966.65,60319.58
29747.93,33744.96,37539.95,42118.16,46681.4,51227.5
17090.1,19386.48,21566.67,24196.81,26818.36,29430.2
53285.73,60445.36,67243.37,75443.94,83617.53,91760.75
103191.1,117056.1,130220.8,146101.6,161930.6,177699.8
194659,219660.3,244363.4,274164.9,303868.9,333460.5
368842.5,418310.8,465354.6,522107.3,578673.6,635026.9
106285.4,120565.9,134125.1,150482.3,166785.8,183027.9
59305.37,66239.91,73689.42,82676.2,91633.42,100557.1
58026.42,67572.91,75172.28,84340.06,93477.86,102580.8
44097.2,50808.57,56522.62,63415.96,70286.52,77131.2
29213.31,32277.71,35907.72,40286.91,44651.68,49000.03
28505.86,31231.66,34744.12,38981.34,43204.61,47412.11
16452.14,18010.82,20036.4,22479.93,24915.44,27341.86
9458.47,10467.99,11645.24,13065.43,14480.96,15891.15
7309.13,8145.329,9061.386,10166.49,11267.91,12365.22
5897.555,6578.23,7318.058,8210.53,9100.062,9986.28
4027.476,4537.681,5048.04,5663.659,6277.279,6888.605
3157.928,3556.666,3956.71,4439.232,4920.207,5399.364
2600.453,2562.831,2851.062,3198.763,3545.338,3890.586
2591.744,2554.244,2841.51,3188.043,3533.458,3877.551
1416.934,1418.461,1577.989,1770.432,1962.251,2153.338
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4804.039,5393.809,6013.399,6654.556,7271.67,7879.377
22078.55,24789.12,27636.94,30583.53,33419.88,36212.76
16134.69,18115.63,20196.97,22350.27,24423.17,26464.17
19602.22,22008.92,24536.9,27153.34,29671.46,32151.12
3079.011,3457.008,3854.095,4265.087,4660.632,5050.127
10712.29,14631.26,18786.24,23618.08,29320.53,36094.24
2673.938,3652.556,4690.133,5896.091,7319.822,9010.589
1153.318,1575.358,2022.542,2542.815,3156.647,3885.896
2124.58,2802.295,3533.343,4381.077,5366.645,6522.791
3101.182,3743.527,4487.206,5338.812,6272.301,7307.236
24301.49,29335.4,35163.09,41836.34,49151.82,57262.25
71132.86,85868.27,102925.9,122459.3,143872.7,167612.7
79394.47,88115.38,94033.04,98906.17,103157.6,107004.2
70721.86,74049.04,75326.77,75483.88,75396.26,75286.83
116996.6,133855.4,150910.3,167030,182024.4,196971.1
203059.6,232320.1,261920.3,289898.2,315922.3,341863.7
95311.78,105145.4,114400.5,122300.8,128842.3,134893.3
109237.5,122196.3,134704,145785.1,155353.6,164393
92366.2,101331.5,109545.7,116262.4,121490.6,126061.8
168609.1,187226.9,204885.2,220130.5,232885.2,244665.3
142866.8,150541.5,156741.7,160652.2,162560.8,163771
193459,202797.4,209558,212660.8,212560.3,211041.7
165373.5,176617.8,186041,192561,196420.5,199136.1
66432.81,68682.94,70030.95,70153.94,69242.45,67905.8
71896.44,68300.16,63977.15,58872.58,53380.16,48098.43
69900.76,65988,61385.89,56061.39,50410.45,45010.51
131.4314,124.0744,115.4212,105.4099,94.78458,84.63136
139278.7,139769.1,135652.5,130422.1,125538.6,120883.6
341519.1,349665.1,346369.4,340020.4,334313.8,328973.6
122068.9,126341.7,126567.6,125706,125095.2,124636.5
110255.2,114275.6,114523.2,113668.9,112926.5,112206
45708.67,46540.81,45821.68,44680.84,43609.03,42570.35
87108.32,87266.35,84560.88,81177.65,78027.24,75034.91
50301.82,50349.03,48730.95,46714.91,44826.23,43024.04
98353.29,97509.39,93478.09,88754.6,84351.98,80184.62
190290,188539.3,180647.8,171444.1,162881.4,154789.6
74803.63,74450.44,71656.49,68314.65,65198.61,62242.85
118931.2,118922.6,115049.6,110301.4,105912.2,101772.3
112487,110567.8,105102.1,98962.22,93282.82,87956.05
77954.89,75538.11,70777.69,65681.1,61010.02,56681.52
85212.59,82401.2,77055.38,71369.84,66173,61370
71756.8,68605.52,63427.11,58081.93,53241.14,48814.39
130148.6,128288.6,122412.3,115814.7,109797.5,104226.6
48771.26,47178.46,44328.48,41153.6,38235.33,35502.64
45988.66,47351.55,47513.13,46637.68,45599.01,44333.82
53608.31,55197.09,55385.52,54365.6,53153.75,51680.4
37459.7,38211.07,38029.74,37065.71,36018.23,34833.54
18509.24,16948.65,15171.49,13329.44,11705.39,10258.96
15699.91,15767.09,15436.24,14788.12,14115.04,13400.44
12393.32,12481.71,12250.96,11762.55,11249.28,10698.85
12966.96,12963.51,12632.54,12044.34,11440.76,10808.55
11173.95,10891.66,10346.32,9614.173,8899.627,8191.471
11170.91,10885.19,10336.2,9601.355,8883.913,8174.493
12496.75,12176.95,11562.61,10740.54,9938.492,9144.221
50748.13,49487.2,47027.44,43720.41,40485.42,37282.76
24445.15,24215.99,23378.46,22080.19,20773.14,19435.14
8512.86,8458.098,8189.044,7756.721,7318.036,6865.433
29831.96,25218.22,20846.44,16922.87,13745.75,11157.02
3973.227,3293.51,2660.579,2102.54,1654.991,1295.353
6237.816,5170.808,4177.086,3301.047,2598.204,2033.872
32683.41,27092.8,21885.77,17295.99,13613.61,10656.18
6771.514,5613.235,4534.453,3583.408,2820.71,2207.916
6718.564,5569.441,4499.076,3555.489,2798.709,2190.661
2836.464,2351.185,1899.295,1500.867,1181.495,924.9221
3739.755,3100.047,2504.263,1978.998,1557.803,1219.443
2910.337,2412.573,1948.932,1540.179,1212.347,948.9713
3286.145,2724.086,2200.618,1739.022,1368.955,1071.49
3352.681,2779.281,2245.105,1774.202,1396.558,1093.14
2852.795,2364.881,1910.321,1509.687,1188.304,930.0909
1355.181,1123.34,907.3937,717.2173,564.4914,441.6656
1634.331,1354.735,1094.394,864.8339,680.7994,532.8353
1068.289,885.5294,715.3674,565.289,445.0112,348.3134
376.5502,312.1126,252.1131,199.2542,156.8406,122.7695
18713.88,15512.95,12531.68,9903.37,7795.4,6101.943
25203.65,20892.79,16877.61,13337.87,10498.75,8218.033
12370.33,10254.56,8283.855,6546.478,5153.012,4033.565
2625.671,2176.542,1758.275,1389.464,1093.763,856.1061
7894.427,6544.075,5286.405,4177.65,3288.485,2574.058
91225.27,112765.7,130348.4,145779.2,160874.4,177070.9
21909.72,26939.06,30973.34,34454.6,37818.43,41403.18
8300.887,10200.19,11720.67,13030.53,14293.75,15638.85
5830.979,7165.307,8233.239,9153.593,10040.97,10985.81
6174.573,7587.661,8718.814,9693.255,10633.08,11633.49
8556.865,10514.74,12082.14,13432.26,14734.93,16121.33
11323.78,13914.66,15988.69,17775.23,19499.19,21334.06
12909.42,15727.29,17924.15,19775.44,21540.44,23415.11
24306.17,29229.61,32868.66,35760.02,38389.87,41104.85
42446.27,51043.71,57398.11,62448.03,67040.26,71781.03
65788.88,79114.34,88963.57,96790.27,103907,111255.5
85340.41,102685.3,115543.6,125797.4,135153.2,144838.1
33883.79,40903.13,46191.04,50489.58,54479.72,58663.51
16916.99,20415.77,23047.85,25183.49,27163.93,29237.98
20244.96,24475.29,27684.1,30314.51,32775.08,35367.35
18840.9,23045.58,26395.79,29298.75,32143.25,35233.84
22280.04,29627.01,36842.3,44329.25,52632.08,62329.53
19529.58,25336.16,31154.59,37155.02,43791.84,51523.22
84586.57,92475.01,104158.5,115352,127303.9,140876.5
50517.35,65255.21,80090.44,95382.23,112281.4,131962.9
169921.4,223575,276578.2,331413.2,392132.4,462984.8
426307.1,449798,500467.4,548611.8,599807.7,656980.4
252057.5,272816.2,313098.6,354040.2,399113.8,450429.6
111145.4,125095.2,149290.7,175547.8,205789.4,241512.4
85981.88,97570.02,117388.5,139122.7,164345.8,194340.4
38385.3,43175.05,51485.15,60500.1,70886.68,83148.7
102919,112811.3,131096.5,150058.8,171213.9,195539.5
86747.27,96338.51,113447.2,131612.9,152216.3,176223.6
50613.32,54009.69,61109.23,68111.38,75686.77,84175.89
51096.75,55457.21,63807.18,72313.84,81685.05,92360.23
37090.46,40586.34,42337.11,43785.08,45008.38,46314.11
118885.9,124786.6,124957.5,124182.9,122817.3,121767.8
91230.6,105360.3,116253.2,127415.8,139025.6,152049.8
89904.81,108681.4,124883.1,141889.4,159832.3,179808.6
72103.09,86010.85,97612.07,109623.2,122153.3,136036.5
24573.32,28410.15,31261.17,34054.5,36825.71,39819.37
16107.64,19282.44,21941.8,24687.43,27538.94,30679.9
16780.61,20166.4,23040.95,26034.12,29169.72,32646.66
19247.62,23208.65,26612.77,30186.73,33963.04,38179.46
80307.8,94242.45,105163.7,116075.8,127074.6,138992.1
111360.6,127013.5,137752.7,147775.4,157228.7,167128.9
126912.2,144291.1,156067.1,167054.5,177450.9,188432.1
127952.1,147595.8,161988.8,175957.5,189681.5,204413.3
113433,134557.8,151802.5,169421.5,187563.6,207483
126651.3,153981.3,177951.7,203344,230372.2,260652.4
128549,151371.5,169635.1,188190.3,207230.6,228161.1
169061.4,196050.4,216176.6,235770.7,255026.2,275587.7
381077.5,441326.7,489235.5,533996.7,578409.1,623074.7
370297.4,418732.8,457850.1,489430.2,519625.9,544264.1
324350.3,366774.9,401053.5,428716.1,455168.2,476768.3
932013.6,1062230,1172964,1270202,1369751,1459547
854334.1,933362.9,1015841,1115991,1246743,1393558
708710.2,837831.4,976994.1,1146191,1360763,1603908
50263.2,64075.55,80504.01,101657.1,129782,164320.9
29953.01,38838.24,49604.14,63647.38,82522.97,106063.8
23118.29,29958.89,38245.52,49054.57,63577.11,81685.45
24829.59,32070.45,40778.74,52055.56,67147.82,85909.59
18950.74,24320.54,30693.22,38840.85,49653.87,63007.32
26421.6,30643.62,35483.33,40386.84,45687.27,51066.85
16610.65,15580.45,17339.7,19456.46,21568,23671.33
17028.53,15940.42,17733.19,19895.9,22051.52,24198.91
11309.15,11839.73,13171.32,14777.59,16378.64,17973.66
9157.341,10294.67,11452.5,12849.12,14241.23,15628.12
9476.337,10687.2,11911.35,13370.49,14839.71,16321.47
3584.804,4115.958,4635.271,5217.218,5835.089,6496.123
1588.949,1851.899,2103.64,2373.02,2670.658,3001.886
29518.79,34410.56,39082.94,44086.98,49608.9,55764.32
62735.38,72690.45,82283.83,92737.98,104102.9,116579.6
56291.51,65192.16,73775.22,83142.35,93312.87,104463.9
48623.63,56269.8,63566.61,71604.94,80262.99,89676.59
47573.91,54695.82,61480.87,69166.14,77249.31,85816.63
35424.41,40291.75,44916.64,50422.15,55971.88,61575.94
35403.58,40160.46,44677.06,50125.7,55556.54,60966.88
34926.82,39619.66,44075.36,49450.6,54808.27,60145.77
70221.64,79656.42,88615.09,99422.02,110193.6,120924.7
143108,162335.2,180592.5,202616.7,224568.5,246437.5
28995.09,32730.61,36411.8,40852.37,45278.45,49687.65
34304.34,37003.66,41164.95,46185.45,51189.44,56174.36
51438.9,56833.66,63225.22,70935.95,78621.35,86277.7
58696.02,65529.68,72899.32,81789.79,90650.97,99478.87
29854.29,32180.29,35799.45,40165.33,44516.95,48852.12
32758.15,35866.41,39900.09,44766.11,49616.11,54447.94
28903.23,31365.29,34892.69,39148.05,43389.44,47614.82
29154.79,32188.47,35808.46,40175.52,44528.24,48864.57
28345.33,30986.85,34471.8,38675.78,42865.97,47040.49
18862.52,20614.69,22933.15,25729.94,28517.57,31294.78
5830.432,6592.314,7333.694,8228.143,9119.579,10007.59
4496.258,5123.186,5699.361,6394.473,7087.256,7777.375
2977.654,3392.846,3774.473,4234.772,4693.587,5150.684
2968.458,3382.379,3762.819,4221.699,4679.101,5134.789
2946.387,3342.718,3718.705,4172.2,4624.244,5074.578
2600.453,2562.831,2851.062,3198.763,3545.338,3890.586
2591.744,2554.244,2841.51,3188.043,3533.458,3877.551
2476.151,2440.329,2714.78,3045.856,3375.87,3704.619
907.3541,894.2256,994.7953,1116.116,1237.043,1357.508
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
56.36119,63.27808,70.55491,78.08391,85.32491,92.47525
39572.1,44430.17,49533.9,54815.28,59898.62,64904.47
31538.76,35410.65,39478.35,43687.56,47738.99,51728.59
2741.932,3742.632,4804.493,6038.631,7494.858,9224.555
2693.659,3678.903,4724.202,5939.254,7373.188,9076.641
3387.595,4627.26,5941.146,7469.304,9273.177,11414.85
1212.752,1656.66,2127.008,2674.015,3319.701,4086.497
2249.754,2851.418,3517.113,4285.479,5160.118,6165.567
2739.451,3306.91,3963.796,4716.086,5540.693,6454.887
25313.7,30757.6,36625.56,43096.72,49955.49,57244.04
576301.2,711435.4,868180.7,1046329,1247254,1472941
163694.5,204861.9,253943.9,311070.4,377323.8,453845.8
0,0,0,0,0,0
12585.02,13175.06,13413.37,13456.42,13465.53,13479.55
7020.627,6916.951,6620.018,6180.303,5720.884,5266.337
17705.18,20256.44,22837.36,25276.79,27545.89,29807.78
173767.1,198806.5,224136.8,248078.6,270348.8,292547.8
147695.3,167354.1,186895.7,204940,221301,237326.9
108353.7,119994.2,130991.6,140431.5,148281.4,155520.1
121756.1,132637,142408.3,150132.9,155864.9,160705.1
123757.8,131332.2,137498.8,141489.1,143516,144711.2
97449.15,97019.34,95182.74,91675.9,86938.23,81867.23
104695.7,108536.1,111076,111800.7,110996.9,109622
113737.1,113811.2,112266.1,108760.6,103783,98377.82
103687.6,102797.9,100467.6,96432.38,91167.62,85616.61
82664.84,79317.16,75039.94,69738.54,63852.67,58088.69
74299.86,69600.78,64254.71,58241.51,51983.48,46076.29
0,0,0,0,0,0
52172.8,51119.21,48442.89,45478.68,42748.82,40202.21
539826.8,552083.2,546447.9,536176.6,527084.8,518720.4
141195.8,149087.7,152280.7,154117.1,156191.3,158389.5
132105.1,132946.1,129485,125013.4,120917,117075.9
40715.62,40769.09,39474.91,37856.94,36342.75,34897.29
43334.06,43095.05,41448.3,39488.98,37665.43,35939.75
47696.59,46964.21,44718.02,42175.14,39817.93,37602.55
254020.9,249371.5,236785.7,222752.8,209817.7,197736.5
62761.49,62311.45,59815.6,56867.31,54113.28,51499.21
97078.55,96213.31,92199.49,87504.25,83124.23,78974.61
72948.01,71600.61,67956.03,63882.68,60112.67,56578.21
127251,128717.5,125933.5,122062,118455,115007.7
76151.93,73928.73,69398.77,64522.72,60047.89,55893.62
76463.72,73713.07,68712.88,63439.19,58627.68,54191.92
78940.48,75129.86,69259.26,63109.88,57533.93,52432.41
48897.87,45933.8,41905.9,37689.68,33890.63,30434.96
35778.98,36477.11,36240.26,35291.14,34266.71,33116.08
33860.71,34864.05,34982.12,34338.25,33573.4,32642.34
527611.8,543179.9,544959.4,534870.8,522914.3,508373.9
123816.8,119459.7,112923.7,104973.4,97689.06,90835.91
59377.54,52686.29,45558.24,38537.84,32469.25,27205.23
11006.17,10990.94,10706.27,10211.19,9707.629,9183.643
72427.8,72946.88,71596.1,68742.18,65743.66,62524.67
13754,13852.09,13595.5,13053.62,12484.05,11872.76
81285.27,79216.09,75232.55,69895.3,64684.56,59526.05
15672.45,15270.89,14501.06,13469.95,12463.64,11467.79
17798.43,17342.66,16468.09,15297.46,14154.46,13023.66
18251.76,17784.38,16887.63,15687.09,14514.81,13355.42
67218.9,66687.3,64475.11,60981.44,57453.54,53828.59
9474.132,9413.048,9113.666,8632.45,8144.295,7640.686
35288.41,29566.25,24186.8,19401.22,15542.66,12420.08
4259.284,3530.649,2852.164,2253.935,1774.137,1388.626
3984.589,3303.024,2668.259,2108.698,1659.564,1299.219
30034.28,24896.3,20111.66,15892.72,12510.06,9792.832
7269.545,6026.048,4868.149,3847.049,3028.034,2370.246
318858.8,264319,213522.7,168738.2,132823.3,103969.3
44314.04,36733.13,29674.76,23449.97,18458.58,14449.8
3795.804,3146.509,2541.797,2008.661,1581.15,1237.718
3887.445,3222.55,2603.276,2057.249,1619.415,1267.563
44589.35,36962.66,29858.99,23595.83,18574.55,14538.82
3120.909,2587.146,2089.909,1651.552,1300.026,1017.575
2790.201,2312.99,1868.402,1476.565,1162.231,909.6763
1262.065,1046.152,845.037,667.9464,525.7016,411.3008
1586.319,1314.936,1062.218,839.4623,660.7899,517.1267
575.7189,477.2269,385.5235,304.6439,239.8243,187.712
483.6093,400.8506,323.7918,255.9049,201.4326,157.6745
16442.9,13630.38,11010.88,8701.562,6849.272,5361.367
8295.208,6876.332,5554.835,4389.812,3455.357,2704.732
424.7478,352.0841,284.4183,224.7622,176.9175,138.4926
2469.841,2047.37,1653.922,1307,1028.848,805.2976
11540.13,9566.168,7727.695,6106.92,4807.126,3762.782
74927.64,92071.55,105795.6,117616.6,129022.2,141164.3
47607.04,58500.47,67220.13,74730.53,81976.52,89691.63
23875.19,29338.99,33712.55,37479.56,41113.99,44982.33
19383.64,23818.43,27368.7,30426.88,33377.29,36518.4
18277.15,22459.26,25807.04,28690.14,31472.15,34434.32
28550.53,35083.03,40312.82,44816.63,49162.28,53789.16
20667.71,25396.62,29182.24,32442.25,35588.22,38937.32
19329.48,23689.51,27148.38,30103.8,32940.27,35950.39
21169.65,25459.68,28631.46,31151.7,33445.27,35813.25
14747.84,17735.03,19942.51,21697.38,23292.52,24939.83
318814.5,383389.5,431120.4,469046.6,503534.4,539147.1
53669.35,64540.05,72575.63,78959.53,84765.55,90760.75
10081.66,12124.41,13634.31,14832.97,15924.27,17050.06
16779.21,20177.78,22689.99,24686.17,26501.34,28375.38
47657.05,57309.15,64444.46,70113.93,75269.25,80592.45
38091.39,46423.21,52968.77,58548.81,63946.14,69761.58
55785.85,61530.09,69201.77,76441.6,84125.18,92853.43
265978.3,269011.7,288326.8,304440.7,320475.8,337712.4
268415.2,290747.9,334376.4,379361.8,429577.7,487540.8
196993.8,202644.5,220456.8,236594.5,253544.2,272514.3
385592.2,384952.5,406294.5,422985.6,439599.3,458207
173177,179249.2,196848.1,213130.1,230196.5,249024.9
81197.49,87559.09,99958.91,112415.6,126028,141431.3
10172.24,12376.2,14089.36,15520.88,16871.12,18292.52
16565.27,20169.05,22964.26,25297.72,27497.2,29811.26
18580.96,20207.94,21890.14,23177.93,24362.68,25619.25
2571.439,3089.705,3503.965,3891.941,4277.341,4692.61
50652.07,60244.51,68110.52,76138.77,84385.53,93403.23
84577.08,100583.6,113705.3,127096,140849.2,155887.6
56498.84,64822.02,70734.39,76362.36,81780.71,87521.27
63263.75,71748.91,77351.45,82456.79,87149.59,91991.95
99835.38,113981.2,123706.8,132764,141274.4,150141.9
93619.1,107092.8,116522.2,125440.4,133976.3,143004.8
86897.57,101649.5,113211.8,124874.3,136774.2,149840.9
72027.23,84190.38,93689.2,103248.8,112982,123654.6
52220.49,58374.45,62038.16,65204.13,67959.32,70753.7
20501.49,24038.99,26820.84,29617.94,32458.13,35557.32
16123.65,19301.64,21963.6,24711.96,27566.31,30710.42
26112.95,30902.37,34767.48,38682.8,42677.69,47030.93
96538.56,112685.1,125028.7,137166.5,149195.6,162067.5
98576.47,114668,126806.1,138670.2,150364.3,162849
121066.9,137916.2,149560.3,160623.4,171329.2,182857.1
83397.41,98129.09,109897.4,121851.8,134119.6,147611.8
66875.34,81084.04,93464.91,106544.1,120435.7,135985.8
118232.5,143724.9,166076.1,189750.4,214948.1,243176.9
33930.11,41024.05,47148.58,53579.25,60365.68,67923.42
62028.92,73958.64,83839.5,93989.84,104487,116024.9
249791,288839.8,321656.9,351447.8,381443.4,410064.9
1422089,1609858,1762385,1886254,2005284,2103326
833578.6,943573.5,1032866,1105342,1174946,1232220
1285007,1470488,1627536,1761344,1893651,2008977
887255.4,1019139,1132379,1230419,1328364,1415370
208593.1,255782.8,305370.8,360306.8,426301.9,500824.4
36407.79,45578.55,56141.79,69374.25,86601.24,107255.2
42540.82,54143.9,67684.52,84691.38,107016.8,134322
48669.59,56565.27,65747.4,77420.46,92963.71,111872
11296.72,13575.59,15783.06,17949.38,20288.07,22635.2
73235.2,87901.04,102024.9,115767.3,130468.8,145057.5
5043.185,6053.603,7025.805,7973.286,8985.277,9992.212
7695.197,7926.912,8976.835,10120.07,11297.3,12467.92
16864.14,15827.51,17616.53,19767.8,21914.1,24052.12
14174.59,13893.79,15456.62,17341.72,19220.83,21092.96
9251.076,10417.41,11600.38,13018.42,14439.43,15864.36
13490.5,15614.79,17664.44,19905.2,22334.89,24994.37
5657.16,6594.817,7490.711,8449.869,9508.787,10688.91
6850.195,7985.134,9069.952,10231.31,11513.62,12942.46
100831.4,117547.2,133513.8,150608.4,169478.8,190514
133067,155126,176197.1,198756.6,223660.1,251420.4
135123.6,157524.1,178920.7,201829.6,227117.8,255307.8
90830.85,105887.9,120271.4,135671.1,152669.4,171619.1
58272.42,67930.43,77157.98,87037.77,97943.72,110099.7
21272.66,24432.87,27442.52,30866.42,34454.11,38241.37
34413.55,39043.97,43440.71,48740.24,54026.27,59297.05
33086.55,37532.12,41753.07,46845.1,51920.5,56976.72
23852.3,27057.12,30100.21,33771.09,37430.01,41074.83
24460.42,27474.88,30564.94,34292.48,38007.84,41709.02
29351.97,31694.3,35258.79,39558.71,43844.62,48114.37
31904.41,34364.64,38229.29,42891.62,47538.67,52168.07
30180.83,32508.08,36164.05,40574.43,44970.39,49349.71
29621.62,31905.72,35493.95,39822.64,44137.05,48435.25
29552.38,31831.14,35411.03,39729.55,44033.95,48322.08
29480.93,31754.22,35325.38,39633.48,43927.44,48205.27
29280.75,31661.68,35222.42,39517.98,43799.45,48064.76
28266.32,30833.65,34301.36,38484.56,42654.07,46807.95
28003.14,30471.85,33898.93,38032.99,42153.56,46258.72
13633.46,15129.76,16831.33,18883.99,20929.92,22968.17
5112.884,5825.79,6480.966,7271.428,8059.224,8843.944
4544.244,5177.861,5760.179,6462.715,7162.888,7860.366
2625.748,2991.875,3328.397,3734.297,4138.892,4541.968
2968.458,3382.379,3762.819,4221.699,4679.101,5134.789
2958.113,3369.53,3748.534,4205.667,4661.336,5115.284
2603.572,2569.96,2858.992,3207.661,3555.201,3901.409
2591.744,2554.244,2841.51,3188.043,3533.458,3877.551
2582.829,2545.463,2831.738,3177.077,3521.309,3864.221
2045.645,2016.046,2242.782,2516.301,2788.935,3060.525
1442.397,1553.408,1730.746,1923.388,2110.948,2296.386
1179.476,1324.15,1476.3,1633.739,1785.2,1934.358
865.2888,971.4413,1083.091,1198.619,1309.749,1419.28
552.9193,620.7755,692.1647,766.0287,837.0657,907.2184
657.8596,738.5947,823.5334,911.416,995.9348,1079.402
392.4314,440.5918,491.2605,543.6847,594.1029,643.8935
429.9727,482.7555,538.2203,595.6143,650.8486,705.2667
6198.479,6851.145,8118.266,9433.187,10886.77,12448.06
6191.941,7441.31,9116.339,10965.65,13087.51,15504.76
2484.025,3208.948,3946.767,4785.354,5750.428,6861.36
22291.58,27501.14,32301.83,37103.11,41710.86,45939.18
49189.64,60686.11,71161.3,81537.34,91375.23,100223.4
68117.99,84060.7,98544.2,112859.4,126398.2,138521.9
144653.7,178130.3,210991.5,245061.4,279578.4,313729.7
1101924,1364713,1612978,1866331,2117174,2357500
1466323,1689156,1854896,1996812,2109686,2189254
123350.8,144742.4,161651.9,176707,189248.2,198687.5
91056.12,104060.3,117193,129577.8,141070.9,152510.6
198762.9,223392.8,247546.7,269445.2,288915.2,307773.3
127074.6,137378.5,146360,153088.6,157668.8,161254.4
115566.1,123152.5,129355.8,133423.5,135532.9,136741.7
130683.9,135594,138639.2,139165.6,137544.4,134989
113803.8,118278.2,121243.2,122121.3,121219.4,119586.3
99166.53,107707.8,115298.1,121188.1,125434.9,128935.5
113802.5,113248.9,111080.5,106990.7,101492.4,95629.46
113435.6,112600.6,110141.9,105768.8,100004.9,93890.64
116305.2,112766.3,107910.5,101536,94211.52,86932.81
90265.62,83502.83,76120.99,68125.45,60031.8,52528.46
3071.588,2839.404,2586.486,2313.067,2036.698,1780.736
44861.48,45595.17,44864.02,43775.86,42805.74,41915.58
89290.24,93766.31,95213.07,95754.92,96393.33,97053.23
58701.4,60512.13,60320.29,59556.41,58862.88,58192.11
55899.98,56440.59,55101.48,53276.41,51560.33,49906.88
48627.25,48612.11,46998.56,45010.16,43154.65,41389.91
87564.05,86543.2,82765.78,78458.15,74512.65,70848.94
217198.8,221569,218960.2,214727,211205.8,208224.8
560380.8,554432.8,530418,502590.5,476685.2,452206.3
356562.4,353156.9,338227,320831.5,304628,289302.2
63985.91,63310.15,60574.47,57408.69,54461.81,51681.22
346469.3,354712,351217.1,344487.3,338270,332283.5
112395.5,112053.7,108092.4,103343.2,98962.3,94849.71
367043.7,374339.3,369316.7,361017.7,353379.7,346092.8
74513.45,70744.88,65289.2,59410.28,54086.85,49222.48
45006.34,41219.83,36789.29,32121.74,27937.39,24161.06
40423.54,40196.31,39060.19,37230.83,35438.12,33621.66
38420.39,39566.43,39707.57,38982.98,38122.34,37072.32
43987.97,44680.21,44302.34,43038.7,41703.19,40230.54
19876.18,17636.52,15248.83,12899.93,10869.01,9106.502
22097.87,19608.4,16954.59,14342.25,12083.85,10124.92
13023.12,12338.02,11436.92,10412.98,9479.055,8613.402
11325.6,11406.26,11195.33,10749.14,10280.26,9777.007
11780.08,11762.35,11447.52,10901.44,10342.48,9759.776
15801.03,15396.76,14620.1,13581.09,12565.95,11562.35
30724.25,29937.52,28427.71,26407.03,24433.66,22481.72
36388.19,35456.55,33668.54,31275.41,28937.87,26626.41
78629.66,76617.41,72753.18,67582.12,62531.65,57535.59
7924.788,7831.447,7542.319,7106.362,6669.975,6225.352
8707.199,8655.76,8385.126,7946.742,7501.676,7041.792
7165.199,6197.949,5259.09,4396.682,3689.477,3104.346
4373.031,3624.946,2928.349,2314.136,1821.514,1425.715
4000.404,3316.064,2678.776,2116.949,1666.237,1304.33
4183.749,3468.013,2801.507,2213.901,1742.633,1364.147
6195.504,5135.709,4148.863,3278.636,2580.644,2020.054
2797.787,2319.221,1873.579,1480.596,1165.403,912.2327
2404.027,1992.816,1609.827,1272.176,1001.406,783.8907
3743.905,3103.564,2507.123,1981.306,1559.566,1220.776
3534.963,2930.358,2367.229,1870.719,1472.574,1152.633
1733.192,1436.748,1160.657,917.1927,722.0217,565.1224
3393.348,2813.001,2272.33,1795.72,1413.478,1106.396
22844.98,18937.64,15298.46,12089.32,9516.572,7448.567
298.0495,247.0594,199.5638,157.7423,124.1497,97.13283
709.9373,588.4824,475.3588,375.7219,295.7206,231.3833
37.59881,31.1665,25.17674,19.89669,15.66205,12.25718
620.3497,514.1909,415.3436,328.2621,258.3875,202.2569
5323.104,4412.566,3564.545,2816.963,2217.319,1735.641
