scenario,region,crop,metis_basin,year,prod,land,productivity
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2010,0.0872262,0.06597542,1.322101474
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2015,0.0969707,0.0682112,1.421624308
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2020,0.1091095,0.0716925,1.521909544
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2025,0.1212717,0.074761,1.622125172
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2030,0.1340755,0.0778337,1.722589315
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2035,0.1402552,0.0805376,1.741487206
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2040,0.1456253,0.0827168,1.760528696
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2045,0.1496885,0.0841098,1.779679657
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Irrawaddy,X2050,0.1522085,0.0846382,1.798342829
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2010,0.09701442,0.04299682,2.256316165
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2015,0.11092798,0.0457983,2.4220982
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2020,0.129092,0.04985548,2.589324183
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2025,0.1487147,0.05392918,2.757592457
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2030,0.1706481,0.05830199,2.926968702
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2035,0.1891127,0.06353889,2.97632993
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2040,0.2074941,0.06857855,3.0256414
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2045,0.2250686,0.0731712,3.075917847
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Lake_Balkash,X2050,0.241275,0.0771597,3.12695617
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2010,0.1652295,0.1777114,0.929763088
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2015,0.1874234,0.1864003,1.005488725
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2020,0.2164197,0.2001176,1.0814626
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2025,0.2470527,0.2133739,1.157839361
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2030,0.280703,0.2273824,1.234497481
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2035,0.3012645,0.2409243,1.250452943
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2040,0.320164,0.2527815,1.266564207
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2045,0.3363204,0.2622036,1.282668888
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Mekong,X2050,0.3488439,0.268677,1.298376489
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2010,0.02350712,0.014147,1.661632855
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2015,0.02764458,0.01526979,1.810409966
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2020,0.03333645,0.01700015,1.960950345
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2025,0.03967788,0.01877926,2.112856417
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2030,0.0470104,0.02074739,2.265846451
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2035,0.0541472,0.0232626,2.327650392
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2040,0.0615069,0.02573352,2.39014717
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2045,0.068805,0.02804197,2.453643592
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ob,X2050,0.0757111,0.03007011,2.51781919
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2010,7.86E-05,4.64E-05,1.693965517
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2015,9.50E-05,5.04E-05,1.884172947
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2020,0.0001183,5.71E-05,2.071803853
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2025,0.0001456,6.44E-05,2.260869565
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2030,0.0001789,7.29E-05,2.454046639
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2035,0.000213,8.35E-05,2.550898204
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2040,0.0002491,9.43E-05,2.641569459
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2045,0.0002874,0.0001051,2.734538535
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Plateau_of_Tibet_Interior,X2050,0.000327,0.0001154,2.833622184
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2010,0.0726009,0.0450958,1.60992598
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2015,0.0792337,0.0460583,1.720291457
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2020,0.0872187,0.0475993,1.832352577
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2025,0.0948961,0.0487736,1.945644775
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2030,0.1025464,0.0497795,2.060012656
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2035,0.1060962,0.0508523,2.086359909
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2040,0.1093764,0.0517689,2.112781998
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2045,0.1115109,0.0521273,2.13920345
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Russia_South_East_Coast,X2050,0.1126417,0.0520038,2.166028252
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2010,0.09768151,0.09807662,0.995971415
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2015,0.1109124,0.10308584,1.075922746
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2020,0.1295427,0.11202414,1.156382008
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2025,0.1497385,0.12106637,1.236829848
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2030,0.1727241,0.13111089,1.317389425
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2035,0.1889636,0.1417271,1.333291939
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2040,0.2042688,0.1514018,1.349183431
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2045,0.2182067,0.1598364,1.36518778
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Salween,X2050,0.2298875,0.1664968,1.380732242
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2010,2.908677,0.8947394,3.250865
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2015,3.33751,0.9476807,3.52176635
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2020,3.824758,1.0082066,3.793625235
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2025,4.333961,1.0657574,4.066554921
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2030,4.874257,1.1235581,4.338233154
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2035,5.09518,1.1620298,4.384724041
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2040,5.29844,1.1961879,4.429437883
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2045,5.473182,1.2232461,4.474309789
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,South_China_Sea_Coast,X2050,5.613731,1.2422447,4.519021896
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2010,0.1032784,0.0480536,2.149233356
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2015,0.1226501,0.0520854,2.354788482
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2020,0.1508545,0.0588455,2.563569007
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2025,0.1830474,0.065987,2.773991847
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2030,0.2215817,0.0741951,2.9864735
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2035,0.2615248,0.0849715,3.077794319
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2040,0.3035145,0.0957276,3.170605969
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2045,0.3465502,0.1061744,3.263971353
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Tarim_Interior,X2050,0.3889456,0.1158272,3.357981545
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2010,5.708486,3.5029966,1.629600782
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2015,6.537812,3.7009574,1.766519117
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2020,7.491084,3.9342736,1.904057715
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2025,8.47581,4.152199,2.041282222
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2030,9.52712,4.372507,2.17886901
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2035,9.962161,4.521557,2.203258966
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2040,10.358987,4.65221,2.226680868
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2045,10.696583,4.753609,2.25020253
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Xun_Jiang,X2050,10.965631,4.822679,2.2737634
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2010,79.33829,28.060902,2.827360646
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2015,90.34442,29.50442,3.062063921
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2020,103.20734,31.29627,3.297752096
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2025,116.60744,33.00544,3.532976382
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2030,131.03769,34.76909,3.768798378
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2035,136.88275,35.93778,3.808881628
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2040,142.37593,36.99061,3.848974916
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2045,147.31916,37.87876,3.889228686
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Yangtze,X2050,151.51943,38.55891,3.929556878
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2010,11.57901,4.259182,2.718599487
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2015,13.26947,4.539742,2.922956855
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2020,15.0465,4.810742,3.127687995
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2025,16.91629,5.074623,3.333506745
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2030,18.8966,5.33766,3.54024048
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2035,19.77632,5.527381,3.577882545
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2040,20.63992,5.708297,3.615775423
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2045,21.43339,5.865932,3.653876315
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,RootTuber,Ziya_He_Interior,X2050,22.13437,5.996076,3.691475892
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2010,3.0742186,9.338714,0.329190786
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2015,3.1000592,9.013611,0.343930884
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2020,3.1588217,8.807171,0.35866474
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2025,3.1991732,8.566111,0.373468567
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2030,3.2204634,8.293602,0.388306962
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2035,3.1638413,8.121626,0.389557621
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2040,3.0922788,7.912935,0.390787843
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2045,3.0122239,7.684182,0.392003196
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Amur,X2050,2.9271988,7.444556,0.393199917
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2010,1.1566987,2.6064032,0.44379116
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2015,1.16412283,2.5107133,0.463662191
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2020,1.178353965,2.43700341,0.483525776
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2025,1.189550097,2.36265349,0.503480558
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2030,1.195601224,2.28392352,0.523485666
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2035,1.17241627,2.23244353,0.525171748
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2040,1.14523631,2.17382352,0.526830398
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2045,1.117795348,2.1151635,0.528467586
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Bo_Hai_Korean_Bay_North_Coast,X2050,1.091692386,2.05948349,0.530080669
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2010,20.12391,17.86242,1.126606025
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2015,21.27459,17.91511,1.187522153
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2020,22.61039,18.07441,1.250961442
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2025,23.82857,18.09899,1.316569046
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2030,24.9234,18.00706,1.384090462
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2035,24.80773,17.74886,1.39770836
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2040,24.65806,17.46579,1.411791851
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2045,24.50947,17.18378,1.426314234
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,China_Coast,X2050,24.36295,16.9044,1.441219446
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2010,0.2453066,0.3871368,0.633643198
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2015,0.24657909,0.37246613,0.662017483
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2020,0.26080276,0.37776987,0.690374698
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2025,0.2759735,0.3839006,0.718867071
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2030,0.29395233,0.3932824,0.747433218
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2035,0.30911294,0.41223728,0.749842275
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2040,0.31954649,0.42481198,0.75220687
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2045,0.32805904,0.43477662,0.754546185
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ganges_Bramaputra,X2050,0.33386554,0.44112716,0.756846484
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2010,2.5361299,5.31106,0.477518593
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2015,2.5960496,5.197954,0.499436817
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2020,2.7727899,5.315727,0.521620072
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2025,2.9522062,5.425561,0.544129206
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2030,3.148743,5.554332,0.566898594
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2035,3.304972,5.803834,0.569446335
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2040,3.422869,5.983721,0.57203018
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2045,3.518665,6.123079,0.574656149
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Gobi_Interior,X2050,3.587478,6.214075,0.577314886
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2010,0.2327743,0.969346,0.240135411
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2015,0.2639811,1.021511,0.25842218
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2020,0.300457,1.082668,0.27751536
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2025,0.3361569,1.131093,0.297196517
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2030,0.3710366,1.168844,0.31743894
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2035,0.3839734,1.187396,0.323374342
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2040,0.3948907,1.198657,0.329444286
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2045,0.4042048,1.204308,0.335632413
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Hong_(Red_River),X2050,0.4123033,1.205857,0.341917242
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2010,18.68689,42.47102,0.439991552
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2015,19.86361,42.90247,0.462994555
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2020,21.32848,43.80646,0.486879789
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2025,22.74851,44.47053,0.511541239
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2030,24.11058,44.90825,0.536885316
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2035,24.52739,45.28244,0.541653453
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2040,24.84383,45.45292,0.546583806
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2045,25.12631,45.54572,0.551672254
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Huang_He,X2050,25.38681,45.58622,0.55689658
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2010,0.001264,0.001198,1.05509182
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2015,0.00127939,0.00116017,1.102760802
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2020,0.00138197,0.0012016,1.150108189
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2025,0.00149162,0.00124603,1.197097983
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2030,0.00162638,0.00130653,1.244808768
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2035,0.00176403,0.00141214,1.249189174
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2040,0.001867,0.00149064,1.252482155
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2045,0.00195495,0.0015551,1.257121729
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Indus,X2050,0.00201926,0.00160149,1.260863321
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2010,0.06072841,0.1132234,0.53635918
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2015,0.06351615,0.1123264,0.565460568
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2020,0.06768916,0.1136147,0.595778187
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2025,0.0713995,0.1138504,0.62713438
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2030,0.07481103,0.1134513,0.659410954
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2035,0.07522747,0.11296,0.665965563
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2040,0.0750659,0.1115818,0.672743225
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2045,0.0745343,0.1096524,0.6797325
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Irrawaddy,X2050,0.0736942,0.1072845,0.686904446
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2010,0.506791,1.035088,0.489611511
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2015,0.513953,1.00473,0.511533447
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2020,0.536215,1.005188,0.533447475
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2025,0.556916,1.002616,0.555462909
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2030,0.577105,0.999258,0.57753353
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2035,0.587234,1.013533,0.579393074
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2040,0.592188,1.018866,0.581222653
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2045,0.593615,1.018156,0.583029516
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Lake_Balkash,X2050,0.591802,1.01196,0.5848077
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2010,0.19736,0.711156,0.277519982
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2015,0.2190038,0.736347,0.297419287
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2020,0.24816,0.779805,0.318233405
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2025,0.2770097,0.815379,0.339731217
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2030,0.3063323,0.84652,0.36187249
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2035,0.3207578,0.871403,0.368093523
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2040,0.3323131,0.887419,0.374471473
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2045,0.3419293,0.897485,0.380986089
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Mekong,X2050,0.3495334,0.901755,0.387614596
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ob,X2010,0.1440156,0.3680068,0.391339508
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ob,X2015,0.14608346,0.3572921,0.408862832
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,Wheat,Ob,X2020,0.15395763,0.3610823,0.426378225
