scenario,region,crop,metis_basin,year,prod,land,productivity
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,X2015,32.22991,21.77132,1.480383826
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,X2020,34.65214,21.89629,1.582557593
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,X2025,36.93273,21.91412,1.685339407
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,X2030,39.05737,21.83528,1.788727692
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,X2035,39.93709,21.6029,1.848691148
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,X2040,40.5981,21.25824,1.909758287
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,X2045,41.06936,20.83799,1.970888747
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Bo_Hai_Korean_Bay_North_Coast,X2050,41.39062,20.37185,2.031755584
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2010,126.59476,37.51354,3.374641796
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2015,127.28976,36.37174,3.499688494
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2020,128.0198,35.31306,3.625281978
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2025,128.2432,34.17421,3.752631004
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2030,127.8972,32.96301,3.880021879
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2035,126.0867,31.94915,3.946480579
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2040,123.9249,30.87814,4.013353784
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2045,121.436,29.76691,4.079563515
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,China_Coast,X2050,118.689,28.62777,4.145939415
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2010,0.3040116,0.773715,0.392924526
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2015,0.3308198,0.7886736,0.419463514
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2020,0.3643698,0.8162514,0.446394089
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2025,0.399839,0.8441678,0.473648722
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2030,0.4406328,0.879175,0.501188956
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2035,0.4728471,0.916154,0.516121853
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2040,0.4985744,0.938309,0.53135417
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2045,0.5202021,0.951713,0.54659556
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ganges_Bramaputra,X2050,0.5362757,0.953796,0.562254088
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2010,4.90306,3.77961,1.297239662
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2015,5.28127,3.823391,1.381305234
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2020,5.84673,3.987934,1.466105006
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2025,6.42966,4.14342,1.551776069
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2030,7.06707,4.314773,1.637877589
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2035,7.65761,4.540255,1.686603506
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2040,8.16733,4.705343,1.735756564
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2045,8.61326,4.825189,1.785061684
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Gobi_Interior,X2050,8.9738,4.89164,1.834517667
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2010,7.519327,3.0297124,2.481861645
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2015,7.660533,2.9794754,2.571101275
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2020,7.794898,2.9293802,2.660937628
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2025,7.881096,2.8661482,2.74971685
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2030,7.955204,2.8012486,2.839877903
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2035,7.963759,2.7593137,2.886137593
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2040,7.92424,2.7018561,2.932887506
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2045,7.855207,2.6358637,2.9801264
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hainan,X2050,7.746299,2.5595227,3.026462317
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2010,3.181349,2.684686,1.184998544
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2015,3.184802,2.605137,1.222508452
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2020,3.204687,2.542574,1.260410513
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2025,3.206839,2.469388,1.298637152
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2030,3.196264,2.390395,1.337127964
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2035,3.201477,2.35327,1.360437604
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2040,3.185065,2.301402,1.383967251
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2045,3.150018,2.237689,1.407710365
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Hong_(Red_River),X2050,3.096307,2.163527,1.431138599
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2010,54.49568,41.82974,1.302797483
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2015,56.02743,41.34023,1.355276204
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2020,57.72833,40.99824,1.408068493
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2025,59.2427,40.54528,1.461149115
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2030,60.57442,39.99882,1.514405175
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2035,60.99153,39.63014,1.539018787
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2040,61.05662,39.04614,1.563704376
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2045,60.84438,38.31323,1.588077539
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Huang_He,X2050,60.4121,37.46611,1.612446555
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2010,0.00161,0.002445,0.658486708
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2015,0.001737,0.00249641,0.695799168
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2020,0.001923,0.00262114,0.733650244
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2025,0.002121,0.00274705,0.772100981
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2030,0.00236,0.00291076,0.810784812
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2035,0.002589,0.00311275,0.831740422
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2040,0.002772,0.00324941,0.853077943
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2045,0.002926,0.00334536,0.874644283
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Indus,X2050,0.003039,0.00338694,0.897270102
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2010,0.631924,0.3716006,1.700546232
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2015,0.641009,0.3609047,1.776117075
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2020,0.654857,0.3535342,1.852315844
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2025,0.663779,0.3441736,1.928616838
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2030,0.670232,0.3342273,2.005317938
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2035,0.672492,0.3283494,2.048098763
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2040,0.668647,0.3197362,2.091245846
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2045,0.659114,0.3089129,2.133656445
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Irrawaddy,X2050,0.64509,0.2964197,2.17627236
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2010,0.97691,0.664196,1.470815844
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2015,1.059547,0.679913,1.558356731
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2020,1.16535,0.707795,1.646451303
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2025,1.26947,0.731881,1.734530614
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2030,1.374706,0.754283,1.822533452
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2035,1.464752,0.781935,1.873240103
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2040,1.541949,0.801477,1.923884279
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2045,1.60677,0.813911,1.974134764
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Lake_Balkash,X2050,1.658681,0.819243,2.024650806
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2010,1.858056,1.766514,1.051820705
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2015,1.881515,1.720134,1.093818854
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2020,1.933639,1.701939,1.136138839
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2025,1.974667,1.675552,1.178517289
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2030,2.014746,1.649482,1.22144164
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2035,2.047262,1.646397,1.243480157
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2040,2.057145,1.62526,1.265732867
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2045,2.049753,1.591188,1.288190333
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Mekong,X2050,2.02229,1.543546,1.310158557
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2010,0.2287732,0.1821898,1.255686103
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2015,0.2502739,0.1886798,1.32644777
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2020,0.2787358,0.1993795,1.398016346
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2025,0.3074991,0.2091734,1.470067896
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2030,0.3378927,0.2190742,1.542366468
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2035,0.3688815,0.2327072,1.585174417
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2040,0.3964333,0.2435115,1.627985947
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2045,0.4205083,0.2516661,1.67089767
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ob,X2050,0.4401676,0.2567464,1.714406122
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2010,0.002622,0.0035536,0.737843314
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2015,0.00289322,0.00360773,0.801950257
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2020,0.00324546,0.00374215,0.867271488
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2025,0.00361747,0.00387511,0.933514145
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2030,0.00404045,0.00403729,1.000782703
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2035,0.00441955,0.00421588,1.048310199
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2040,0.00475557,0.00433398,1.097275484
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2045,0.00506487,0.00441656,1.146790715
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Plateau_of_Tibet_Interior,X2050,0.00532714,0.00445022,1.197050932
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2010,0.5772326,0.4402154,1.311250356
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2015,0.5916588,0.4288114,1.379764624
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2020,0.6092397,0.4205703,1.448603717
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2025,0.620464,0.4089358,1.517265057
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2030,0.6269061,0.3952321,1.586172024
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2035,0.6272881,0.3855797,1.626870139
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2040,0.6239289,0.3741262,1.667696355
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2045,0.6151388,0.360023,1.708609728
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Russia_South_East_Coast,X2050,0.6021454,0.3441636,1.749590602
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2010,1.01716,0.8987326,1.131771564
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2015,1.032031,0.8778056,1.175694254
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2020,1.072293,0.8790671,1.219807908
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2025,1.109176,0.8776291,1.263832295
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2030,1.14812,0.8778567,1.307867218
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2035,1.191121,0.8949243,1.330974028
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2040,1.219802,0.9007066,1.354272301
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2045,1.238165,0.8986841,1.377753317
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Salween,X2050,1.243462,0.8875855,1.400948979
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2010,20.257293,4.2188,4.801671802
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2015,20.191863,4.082531,4.945917863
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2020,20.236835,3.974108,5.092170369
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2025,20.173846,3.851939,5.237322294
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2030,20.069888,3.727863,5.383751495
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2035,19.896586,3.643289,5.461160506
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2040,19.61811,3.541509,5.539477663
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2045,19.27828,3.431295,5.618368575
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,South_China_Sea_Coast,X2050,18.854738,3.310645,5.695185681
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2010,7.15E-05,0.0001042,0.686180422
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2015,7.58E-05,0.0001054,0.719165085
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2020,8.14E-05,0.0001083,0.751615882
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2025,8.73E-05,0.0001111,0.785778578
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2030,9.37E-05,0.0001144,0.819055944
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2035,9.88E-05,0.0001189,0.830950378
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2040,0.0001029,0.0001221,0.842751843
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2045,0.0001064,0.0001243,0.855993564
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Syr_Darya,X2050,0.0001088,0.0001253,0.868316042
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2010,3.018222,1.68359,1.792729821
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2015,3.23911,1.710195,1.894000392
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2020,3.599008,1.803739,1.995304199
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2025,3.969719,1.89326,2.096763783
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2030,4.380065,1.992115,2.198700878
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2035,4.814067,2.133246,2.256686289
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2040,5.193742,2.244023,2.31447806
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2045,5.535889,2.333272,2.372586222
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Tarim_Interior,X2050,5.819084,2.394418,2.430270738
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2010,59.57044,21.59991,2.757902232
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2015,58.61302,20.701437,2.831350307
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2020,58.17056,20.019066,2.905757941
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2025,57.49218,19.289567,2.980480588
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2030,56.69739,18.554905,3.055655095
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2035,56.15335,18.119092,3.099126049
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2040,55.2176,17.576557,3.141548143
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2045,54.09551,16.988054,3.184326468
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Xun_Jiang,X2050,52.79421,16.358296,3.227366102
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2010,241.6745,84.96376,2.844442148
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2015,240.445,81.90614,2.935616304
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2020,241.2275,79.66228,3.028126988
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2025,241.0114,77.24044,3.12027482
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2030,240.4399,74.8296,3.213165646
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2035,238.9016,73.20799,3.263326858
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2040,235.9883,71.21276,3.313848529
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2045,232.394,69.09174,3.363556917
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Yangtze,X2050,228.2184,66.85757,3.413501268
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2010,74.8192,31.00584,2.41306799
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2015,78.8398,31.03897,2.540026296
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2020,82.2351,30.82698,2.667634001
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2025,85.3273,30.51052,2.796651778
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2030,88.0095,30.07424,2.926408115
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2035,88.572,29.56934,2.995399965
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2040,88.6185,28.92134,3.06412151
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2045,88.4407,28.22851,3.133027567
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,MiscCrop,Ziya_He_Interior,X2050,88.032,27.49375,3.201891339
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2010,0.0839069,0.1482652,0.565924438
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2015,0.0787975,0.1359134,0.579762555
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2020,0.0753469,0.12696881,0.593428418
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2025,0.0729556,0.12016142,0.60714662
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2030,0.0709981,0.11434841,0.620892761
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2035,0.068796,0.10910314,0.630559304
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2040,0.0668756,0.10448639,0.640041253
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2045,0.0638606,0.09830798,0.649597317
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,,X2050,0.0603586,0.09159966,0.658939127
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2010,5.760754,25.53944,0.225563051
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2015,5.509414,23.84179,0.23108223
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2020,5.3288,22.51485,0.236679347
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2025,5.219872,21.53035,0.242442506
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2030,5.131847,20.67192,0.248252073
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2035,4.983787,19.81833,0.251473611
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2040,4.843888,19.02311,0.254631761
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2045,4.622472,17.93026,0.257802843
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Amur,X2050,4.368902,16.74012,0.260983912
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Bo_Hai_Korean_Bay_North_Coast,X2010,1.264533,6.27882,0.2013966
"SSP2_Ref,date=2018-18-12T16:01:35-05:00",China,OilCrop,Bo_Hai_Korean_Bay_North_Coast,X2015,1.25468,5.98576,0.20961081
